1000		0.03100000
2000		0.01500000
3000		0.01600000
4000		0.03100000
5000		0.01600000
6000		0.03100000
7000		0.09400000
8000		0.03100000
9000		0.06300000
10000		0.07800000
10000		0.04700000
20000		0.12500000
30000		0.17200000
40000		0.32800000
50000		0.25000000
60000		0.35900000
70000		0.35900000
80000		0.43700000
90000		0.56300000
100000		0.67200000
100000		0.54700000
200000		1.17200000
300000		2.07800000
400000		2.48400000
500000		16.42200000
600000		15.21900000
700000		10.92200000
800000		13.34300000
900000		13.50000000
1000000		29.54600000
1000		0.01600000
2000		0.01600000
3000		0.01500000
4000		0.03100000
5000		0.00000000
6000		0.04700000
7000		0.12500000
8000		0.07800000
9000		0.09400000
10000		0.04700000
10000		0.09400000
20000		0.06200000
30000		0.28200000
40000		0.18800000
50000		0.25000000
60000		0.40700000
70000		0.40600000
80000		0.48400000
90000		0.40600000
100000		0.57800000
100000		0.57800000
200000		1.32800000
300000		1.65600000
400000		2.90700000
500000		18.89100000
600000		9.40600000
700000		12.87500000
800000		19.11000000
900000		42.06200000
1000000		44.21900000
1000		0.06200000
2000		0.04700000
3000		0.10900000
4000		0.09400000
5000		0.07800000
6000		0.15600000
7000		0.14100000
8000		0.15600000
9000		0.15600000
10000		0.18800000
10000		0.12500000
20000		0.34400000
30000		0.50000000
40000		0.62500000
50000		0.73400000
60000		1.10900000
70000		0.89000000
80000		1.29700000
90000		1.31300000
100000		3.51600000
100000		2.20300000
200000		5.15700000
300000		2.86000000
400000		3.59300000
500000		8.68700000
600000		8.85900000
700000		6.35900000
800000		6.25000000
900000		6.81200000
1000000		17.59400000
1000		0.01500000
2000		0.04700000
3000		0.04700000
4000		0.14100000
5000		0.10900000
6000		0.07800000
7000		0.18700000
8000		0.15700000
9000		0.18700000
10000		0.15600000
10000		0.15700000
20000		0.28100000
30000		0.51600000
40000		0.54600000
50000		0.90600000
60000		1.06200000
70000		1.11000000
80000		1.14100000
90000		1.43700000
100000		1.76500000
100000		1.59400000
200000		3.32900000
300000		4.76600000
400000		7.14100000
500000		8.67100000
600000		22.00100000
700000		12.87500000
800000		14.48400000
900000		28.71900000
1000000		32.59400000
1000		0.03100000
2000		0.10900000
3000		0.09400000
4000		0.12500000
5000		0.12500000
6000		0.07800000
7000		0.12500000
8000		0.10900000
9000		0.04700000
10000		0.14100000
10000		0.14000000
20000		0.37500000
30000		0.51600000
40000		0.51600000
50000		0.86000000
60000		0.95300000
70000		1.39100000
80000		1.31200000
90000		1.28100000
100000		1.40600000
100000		3.03100000
200000		2.35900000
300000		1.14100000
400000		1.90600000
500000		2.68700000
600000		5.89100000
700000		11.73300000
800000		13.42200000
900000		30.40600000
1000000		6.23500000
